qid;sexp;query
85445NED5;(VALUE (85445NED (MSR D005430 (WHERE (DIM Marges MOG0095) (DIM InkomenEnWelvaart 1014752) (DIM Geslacht 3000) (DIM TC 2017G400) (DIM LeeftijdOp31December 15500)))));gezonde levensverwachting van mannen per inkomen op 55 jarige leeftijd in 2017/2020
85464NED13;(VALUE (85464NED (MSR D005753 (WHERE (DIM KenmerkenVanPersonen A051760) (DIM Leeftijd 53715) (DIM TC 2020G200) (DIM Marges MOG0095)))));drugsgebruik in de afgelopen maand van personen uit Nederland ouder dan 12 jaar in 2020/2021
85464NED13;(VALUE (85464NED (MSR D005753 (WHERE (DIM KenmerkenVanPersonen A051760) (DIM Leeftijd 53715) (DIM TC 2020G200) (DIM Marges MOG0095)))));het gebruik van drugs in de afgelopen maand door personen in de leeftijdsgroep 45 tot 65 jaar in 2020-2021
85464NED13;(VALUE (85464NED (MSR D005753 (WHERE (DIM KenmerkenVanPersonen A051760) (DIM Leeftijd 53715) (DIM TC 2020G200) (DIM Marges MOG0095)))));drugsgebruik in de voorgaande maand van Nederlanders tussen de 45 en 65 jaar in 2020
85485NED18;(VALUE (85485NED (MSR 2021330 (WHERE (DIM WijkenEnBuurten BU03631901) (DIM Geslacht T001038)))));percentage van werknemers met een vaste arbeidsrelatie in de wijk Borgerbuurt
85485NED18;(VALUE (85485NED (MSR 2021330 (WHERE (DIM WijkenEnBuurten BU03631901) (DIM Geslacht T001038)))));hoeveel procent van de werkzame bevolking in de wijk Borgerbuurt had een vaste arbeidsrelatie
85485NED19;(VALUE (85485NED (MSR 2021330 (WHERE (DIM Leeftijd 52052) (DIM Geslacht T001038) (DIM WijkenEnBuurten WK048431)))));percentage werknemers met een vaste arbeidsrelatie in de leeftijd 15 tot 75 jaar in de buurt Benthuizen
85496NED14;(VALUE (85496NED (MSR 80025_1 (WHERE (DIM TC 2018JJ00)))));bevolking naar leeftijd tussen de 40 en 65 jaar in 2018
85496NED14;(VALUE (85496NED (MSR 80025_1 (WHERE (DIM TC 2018JJ00)))));bevolking in de leeftijdsgroep 40 tot 65 in 2018
85496NED14;(VALUE (85496NED (MSR 80025_1 (WHERE (DIM TC 2018JJ00)))));hoeveel personen naar leeftijd tussen de 40 en 65 jaar waren er in 2018
85511NED13;(VALUE (85511NED (MSR 53055 (WHERE (DIM Uitkering A045274) (DIM Arbeidskenmerken 3000795) (DIM GeregistreerdWerkzoekendeBijUWV T001615)))));werkzame jongeren tussen de 15 en 27 jaar die geregistreerd staan bij het UWV als werkzoekende met een sociale zekerheid uitkering
85511NED14;(VALUE (85511NED (MSR 53055 (WHERE (DIM TC 2019JJ00) (DIM GeregistreerdWerkzoekendeBijUWV A050097) (DIM Onderwijsvolgend T001144) (DIM Uitkering T001410) (DIM GC GM0498)))));totaal aantal jongeren die onderwijs volgen met of zonder uitkering in de leeftijd 15 tot 27 jaar die niet geregistreerd staan als werkzoekende bij het UWV in Drechterland in 2019
85511NED14;(VALUE (85511NED (MSR 53055 (WHERE (DIM TC 2019JJ00) (DIM GeregistreerdWerkzoekendeBijUWV A050097) (DIM Onderwijsvolgend T001144) (DIM Uitkering T001410) (DIM GC GM0498)))));jongeren in het onderwijs in Drechterland met of zonder uitkering die niet als werkzoekende geregistreerd staan in 2019
85130NED7;(VALUE (85130NED (MSR M006695 (WHERE (DIM TC 2016JJ00)))));gewasbeschermingsmiddelen gebruik per jaar per hectare in kilogram werkzame stof in 2016
85352NED18;(VALUE (85352NED (MSR M003171 (WHERE (DIM GeboortelandOuders A051736) (DIM Herkomstland H007119) (DIM Studierichting A043931)))));aantal mbo studenten uit de Nederlandse Cariben met studierichting mobiliteit en voertuigen 
85352NED18;(VALUE (85352NED (MSR M003171 (WHERE (DIM GeboortelandOuders A051736) (DIM Herkomstland H007119) (DIM Studierichting A043931)))));hoeveel studenten uit Caribisch Nederland studeren voor mobiliteit en voertuigen
85386NED9;(VALUE (85386NED (MSR T001009 (WHERE (DIM Persoonskenmerken 53310)))));beroeps en niet beroepsbevolking in de leeftijd van 25 tot 45 jaar
85386NED9;(VALUE (85386NED (MSR T001009 (WHERE (DIM Persoonskenmerken 53310)))));25 tot 45 jarige beroeps- en niet beroepsbevolking
85447NED9;(VALUE (85447NED (MSR M002461 (WHERE (DIM WijkenEnBuurten BU19591201)))));opgesteld vermogen van zonnepanelen in de wijk Almkerk west
85447NED9;(VALUE (85447NED (MSR M002461 (WHERE (DIM WijkenEnBuurten BU19591201)))));vermogen van zonnepanelen in kW in de wijk Almkerk west
85485NED9;(VALUE (85485NED (MSR T001009_2 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 52052) (DIM WijkenEnBuurten BU08281808)))));beroeps en niet beroepsbevolking in de wijk De Lithse Ham in de leeftijd 15 tot 75 jaar
85485NED9;(VALUE (85485NED (MSR T001009_2 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 52052) (DIM WijkenEnBuurten BU08281808)))));aantal werkende en niet werkende in de wijk De Lithse Ham tussen de 15 en 75 jaar
85493NED11;(VALUE (85493NED (MSR M006046 (WHERE (DIM DecentraleOverheden A028869)))));begroot EMU saldo voor provincies
85493NED11;(VALUE (85493NED (MSR M006046 (WHERE (DIM DecentraleOverheden A028869)))));EMU saldo 2023 voor provincies
85493NED11;(VALUE (85493NED (MSR M006046 (WHERE (DIM DecentraleOverheden A028869)))));begroot EMU-saldo 2023 voor Decentrale overheden
85494NED13;(VALUE (85494NED (MSR M001731 (WHERE (DIM Persoonskenmerken T009002)))));totale bruto arbeidsparticipatie
85494NED13;(VALUE (85494NED (MSR M001731 (WHERE (DIM Persoonskenmerken T009002)))));percentage arbeidsparticipatie
85494NED13;(VALUE (85494NED (MSR M001731 (WHERE (DIM Persoonskenmerken T009002)))));bruto percentage arbeidsparticipatie
85511NED12;(VALUE (85511NED (MSR 53055 (WHERE (DIM Onderwijsvolgend T001144) (DIM GC GM0556) (DIM TC 2014JJ00) (DIM Uitkering A045274) (DIM GeregistreerdWerkzoekendeBijUWV T001615) (DIM Arbeidskenmerken 3000805)))));aantal jongeren dat onderwijs volgt in Maassluis met of zonder uitkering en geregistreerd staat als werkzoekende in 2014
84538NED39;(VALUE (84538NED (MSR M005356 (WHERE (DIM Deelgebieden A048130)))));prijsindexcijfer in de aanleg van spoorwegen t.o.v. een 1 jaar eerder
84672NED15;(VALUE (84672NED (MSR A045057_2 (WHERE (DIM Btw A048944)))));energiebelasting elektriciteit per kWh voor consumenten 
84672NED15;(VALUE (84672NED (MSR A045057_2 (WHERE (DIM Btw A048944)))));belasting op elektriciteit incl. btw per kWh voor consumenten
84672NED15;(VALUE (84672NED (MSR A045057_2 (WHERE (DIM Btw A048944)))));energiebelasting elektriciteit voor consumenten
84672NED16;(VALUE (84672NED (MSR M000176_2 (WHERE (DIM TC 2021MM03) (DIM Btw A048944)))));variabel leveringstarief elektriciteit per kWh inclusief btw in maart 2021
84672NED16;(VALUE (84672NED (MSR M000176_2 (WHERE (DIM TC 2021MM03) (DIM Btw A048944)))));leveringstarief elektriciteit inclusief btw voor consumenten in maart 2021
84672NED17;(VALUE (84672NED (MSR M000175_1 (WHERE (DIM TC 2019MM07)))));prijs vast leveringstarief voor aardgas in juli 2019
84672NED20;(VALUE (84672NED (MSR M001285_2 (WHERE (DIM TC 2021JJ00)))));prijs voor opslag duurzame energie per kWh in 2021
84672NED21;(VALUE (84672NED (MSR M001285_2 (WHERE (DIM Btw A048944) (DIM TC 2019MM03)))));prijs voor opslag duurzame energie per kWh in maart 2019
85395NED18;(VALUE (85395NED (MSR D003816 (WHERE (DIM TC 2020JJ00)))));aantal kilometers door Nederlandse voertuigen gereden in het buitenland in 2020
85395NED18;(VALUE (85395NED (MSR D003816 (WHERE (DIM TC 2020JJ00)))));aantal kilometers in het buitenland door Nederlandse voertuigen in 2020
85455NED6;(VALUE (85455NED (MSR 2021380_2 (WHERE (DIM Herkomstland T001040)))));aantal zelfstandige werknemers
85455NED6;(VALUE (85455NED (MSR 2021380_2 (WHERE (DIM Herkomstland T001040)))));aantal zzp'ers
85455NED6;(VALUE (85455NED (MSR 2021380_2 (WHERE (DIM Herkomstland T001040)))));aantal zelfstandige ondernemers 
85463NED19;(VALUE (85463NED (MSR M004759_3 (WHERE (DIM TC 2014G200) (DIM Marges MBG0095) (DIM Geslacht T001038) (DIM Leeftijd 53310) (DIM KenmerkenVanPersonen 1014755)))));personen in de leeftijd 25 tot 45 jaar had minimaal 1 medisch contact in 2014/2015
85463NED19;(VALUE (85463NED (MSR M004759_3 (WHERE (DIM TC 2014G200) (DIM Marges MBG0095) (DIM Geslacht T001038) (DIM Leeftijd 53310) (DIM KenmerkenVanPersonen 1014755)))));hoeveel 25 tot 45 jarigen hadden minimaal één medisch contact in de periode 2014/2015
85470NED11;(VALUE (85470NED (MSR A051821_3 (WHERE (DIM TC 2021JJ00)))));percentage slachtoffers van online bedreiging en intimidatie in 2021
85489NED12;(VALUE (85489NED (MSR M005527 (WHERE (DIM Regiokenmerken PV28) (DIM Onderwijssoort A025280) (DIM Geslacht T001038) (DIM Herkomstland 1012600) (DIM GeboortelandOuders A051760)))));totaal aantal Nederlandse leerlingen in het speciaal basisonderwijs in Zuid-Holland
85494NED9;(VALUE (85494NED (MSR A000335 (WHERE (DIM GC GM0383) (DIM TC 2021JJ00)))));aantal personen met beroepsniveau 1 in Castricum in 2021
85494NED17;(VALUE (85494NED (MSR M001731 (WHERE (DIM Persoonskenmerken T009002)))));bruto arbeidsparticipatie
85494NED17;(VALUE (85494NED (MSR M001731 (WHERE (DIM Persoonskenmerken T009002)))));percentage werkende en werkloze bevolking
85494NED17;(VALUE (85494NED (MSR M001731 (WHERE (DIM Persoonskenmerken T009002)))));arbeidsdeelname bevolking
85496NED8;(VALUE (85496NED (MSR M000134 (WHERE (DIM TC 2000JJ00)))));totaal aantal overledenen in 2000
85496NED8;(VALUE (85496NED (MSR M000134 (WHERE (DIM TC 2000JJ00)))));aantal overleden personen in 2000
85511NED5;(VALUE (85511NED (MSR 53055 (WHERE (DIM Onderwijsvolgend T001144) (DIM Uitkering A045275) (DIM GC GM0971) (DIM TC 2021JJ00) (DIM Arbeidskenmerken 3000795)))));arbeidsmarktsituatie van jongeren in de leeftijd van 15 tot 27 jaar die onderwijs volgen in Stein in 2021
85511NED5;(VALUE (85511NED (MSR 53055 (WHERE (DIM Onderwijsvolgend T001144) (DIM Uitkering A045275) (DIM GC GM0971) (DIM TC 2021JJ00) (DIM Arbeidskenmerken 3000795)))));hoeveel jongeren werken er in Stein in 2021
85511NED9;(VALUE (85511NED (MSR 53055 (WHERE (DIM Arbeidskenmerken T001095) (DIM Onderwijsvolgend T001144)))));arbeidsmarktsituatie van het aantal jongeren tussen de 15 en 27 jaar wat nog onderwijs volgt
85511NED10;(VALUE (85511NED (MSR 53055 (WHERE (DIM TC 2020JJ00) (DIM Onderwijsvolgend T001144) (DIM GC GM0703) (DIM GeregistreerdWerkzoekendeBijUWV T001615)))));aantal jongeren in de leeftijd van 15 tot 27 jaar welke nog onderwijs volgen en geregistreerd staan als werkzoekenden bij het UWV in Reimerswaal in 2020
85511NED10;(VALUE (85511NED (MSR 53055 (WHERE (DIM TC 2020JJ00) (DIM Onderwijsvolgend T001144) (DIM GC GM0703) (DIM GeregistreerdWerkzoekendeBijUWV T001615)))));jongeren in de de leeftijdsgroep 15 tot 27 jaar die als werkzoekenden staan ingeschreven volgen nog onderwijs 
85511NED10;(VALUE (85511NED (MSR 53055 (WHERE (DIM TC 2020JJ00) (DIM Onderwijsvolgend T001144) (DIM GC GM0703) (DIM GeregistreerdWerkzoekendeBijUWV T001615))))); jongeren tussen 15 en 27 jaar die onderwijs volgen in Reimerswaal per jaar die staan ingeschreven bij het UWV
85511NED11;(VALUE (85511NED (MSR 53055 (WHERE (DIM TC 2012JJ00) (DIM GeregistreerdWerkzoekendeBijUWV T001615) (DIM GC GM0296) (DIM Uitkering A045275) (DIM Onderwijsvolgend T001144)))));aantal jongeren tussen de 15 en 27 jaar die geregistreerd staan bij het UWV en nog onderwijs volgen in Wijchen in 2012 zonder uitkering
85511NED11;(VALUE (85511NED (MSR 53055 (WHERE (DIM TC 2012JJ00) (DIM GeregistreerdWerkzoekendeBijUWV T001615) (DIM GC GM0296) (DIM Uitkering A045275) (DIM Onderwijsvolgend T001144)))));arbeidsmarktsituatie jongeren van 15 tot 27 jaar die geregistreerd staan als werkzoekende en nog onderwijs volgen in wijchen per jaar
85511NED11;(VALUE (85511NED (MSR 53055 (WHERE (DIM TC 2012JJ00) (DIM GeregistreerdWerkzoekendeBijUWV T001615) (DIM GC GM0296) (DIM Uitkering A045275) (DIM Onderwijsvolgend T001144)))));aantal werkzoekende jongeren tussen de 15 en 27 die nog onderwijs volgen staan ingeschreven bij het UWV in Wijchen in 2012
83667NED29;(VALUE (83667NED (MSR D002943_1 (WHERE (DIM TC 2020MM11)))));bouwkosten in november 2020
83667NED29;(VALUE (83667NED (MSR D002943_1 (WHERE (DIM TC 2020MM11)))));kosten voor de bouw van gebouwen met bouwvergunning in november 2020
84672NED8;(VALUE (84672NED (MSR A045057_2 (WHERE (DIM Btw A048945) (DIM TC 2019MM04)))));energiebelasting voor elektriciteit per kWh in april 2019
84672NED11;(VALUE (84672NED (MSR M000175_1 (WHERE (DIM TC 2020MM04)))));vastrecht aardgas in april 2020
84672NED11;(VALUE (84672NED (MSR M000175_1 (WHERE (DIM TC 2020MM04)))));vast leveringstarief voor aardgas in april 2020 voor consumenten
84672NED19;(VALUE (84672NED (MSR M000176_1 (WHERE (DIM TC 2022JJ00)))));variabel leveringstarief van aardgas per m3 in 2022
84672NED19;(VALUE (84672NED (MSR M000176_1 (WHERE (DIM TC 2022JJ00)))));variabel tarief van gas voor consumenten in 2022
85256NED19;(VALUE (85256NED (MSR M003996 (WHERE (DIM TC 2020JJ00)))));toegevoegde waarde door uitvoer in euro's in 2020
85402NED16;(VALUE (85402NED (MSR D003816 (WHERE (DIM Brandstofsoort T001051) (DIM GewichtVolleWagen T001219) (DIM LeeftijdVoertuig 70100)))));totaal aantal afgelegde kilometers in het buitenland door Nederlandse speciale voertuigen niet ouder dan 5 jaar
85428NED16;(VALUE (85428NED (MSR D001636 (WHERE (DIM TC 2019MM07) (DIM SITC A018822)))));totale uitvoerwaarde van heren en jongenskleding van brei of haakwerk in juli 2019
85454NED12;(VALUE (85454NED (MSR M007102 (WHERE (DIM TC 2018JJ00) (DIM Marges MOG0095) (DIM Persoonskenmerken 2018700)))));percentage personen met een laag onderwijsniveau die thuiszorg ontvingen in 2018
85463NED13;(VALUE (85463NED (MSR D005448 (WHERE (DIM Marges MBG0095) (DIM TC 2020G200) (DIM KenmerkenVanPersonen 1014752) (DIM Geslacht 3000) (DIM Leeftijd 41500)))));percentage mannen met een langdurige aandoening jonger dan 25 jaar in 2020/2021
85464NED17;(VALUE (85464NED (MSR M005915 (WHERE (DIM TC 2020G200) (DIM Leeftijd 41500) (DIM KenmerkenVanPersonen 1014753)))));percentage wekelijkse sporters jonger dan 25 jaar in de periode 2020/2021
85464NED17;(VALUE (85464NED (MSR M005915 (WHERE (DIM TC 2020G200) (DIM Leeftijd 41500) (DIM KenmerkenVanPersonen 1014753)))));percentage sporters wat minimaal 1 keer per week sport jonger dan 25 jaar in 202/2021
85485NED7;(VALUE (85485NED (MSR M001796 (WHERE (DIM WijkenEnBuurten BU16760709) (DIM Leeftijd 52052) (DIM Geslacht T001038)))));percentage arbeidsdeelname in de wijk Verspreide huizen Oosterland in de leeftijd 15 tot 75 jaar
85485NED7;(VALUE (85485NED (MSR M001796 (WHERE (DIM WijkenEnBuurten BU16760709) (DIM Leeftijd 52052) (DIM Geslacht T001038)))));arbeidsdeelname van het totaal aantal mannen en vrouwen in de leeftijd van 15 tot 75 jaar in Verspreide huizen Oosterland
81238ned36;(VALUE (81238ned (MSR D001004 (WHERE (DIM TC 2021MM07)))));Percentage prijzen dat zal toenemen in juli 2021
82900NED33;(VALUE (82900NED (MSR A028867_2 (WHERE (DIM StatusVanBewoning T001235)))));totaal aantal huurwoningen
83693NED8;(VALUE (83693NED (MSR M001099 (WHERE (DIM TC 1990MM01)))));consumentenvertrouwen economische situatie laatste jaar januari positief negatief 1990 
83935NED0;(VALUE (83935NED (MSR M003367 (WHERE (DIM AfzetInvoerEnVerbruik A044074)))));ppi totaal afzetprijzen
84287NED2;(VALUE (84287NED (MSR M002042 (WHERE (DIM BedrijfstakkenBranchesSBI2008 T001081) (DIM TC 2016MM09)))));vacature indicator 2016 september alle branches
84672NED9;(VALUE (84672NED (MSR M001285_1 (WHERE (DIM TC 2020MM04)))));tarief opslag duurzame energie april 2020
84672NED10;(VALUE (84672NED (MSR M001013_2 (WHERE (DIM TC 2022MM08)))));transporttarief elektriciteit augustus 2022
84952NED11;(VALUE (84952NED (MSR T001264 (WHERE (DIM Landbouwdieren A044019) (DIM TC 2021MM04)))));hoeveel varkens april 2021
85277NED8;(VALUE (85277NED (MSR M002058_2 (WHERE (DIM Arbeidsduur T001007) (DIM Persoonskenmerken 2018740)))));werkzame beroepsbevolking met inkomen middelbaar onderwijsniveau
85494NED16;(VALUE (85494NED (MSR 3000810 (WHERE (DIM Persoonskenmerken 3000)))));mannelijke niet-beroepsbevolking 
80416ned20;(VALUE (80416ned (MSR A047219 (WHERE (DIM TC 20090119)))));pompprijs diesel 19 januari 2009
83935NED19;(VALUE (83935NED (MSR M003288 (WHERE (DIM AfzetInvoerEnVerbruik A044074) (DIM ProductenPRODCOM A013777)))));afzetprijs cyclische koolwaterstof
84538NED30;(VALUE (84538NED (MSR M001289 (WHERE (DIM TC 2023MM01)))));inputprijsindex januari 2023
84672NED1;(VALUE (84672NED (MSR M000176_2 (WHERE (DIM TC 2021JJ00) (DIM Btw A048945)))));variabel leveringstarief elektriciteit ex btw 2021
84672NED4;(VALUE (84672NED (MSR M001013_1 (WHERE (DIM Btw A048944) (DIM TC 2022MM05)))));transporttarief consument aardgas mei inclusief btw 2022
85312NED17;(VALUE (85312NED (MSR 3000800 (WHERE (DIM Persoonskenmerken T009002) (DIM Werkloosheidsduur A048511) (DIM TC 2015JJ00)))));totale werkloze beroepsbevolking  vanaf 2 tot 4 jaar 2015
85401NED6;(VALUE (85401NED (MSR D003821 (WHERE (DIM LeeftijdVoertuig 10900) (DIM BrandstofsoortVoertuigen T001051) (DIM GewichtBedrijfsklaarVoertuig A041285) (DIM TC 2019JJ00)))));totaal aantal nederlandse bestelauto's in gebruik tot 1760 kilo van 9 jaar oud in 2019
85472NED4;(VALUE (85472NED (MSR D003829_3 (WHERE (DIM Marges MBG0095) (DIM GC PD011)))));aantal slachtoffers online oplichting in friesland
80416ned30;(VALUE (80416ned (MSR A047219 (WHERE (DIM TC 20211119)))));prijs van diesel per liter 19 november 2021
82900NED9;(VALUE (82900NED (MSR A028868 (WHERE (DIM StatusVanBewoning A028725) (DIM GC PV30)))));aantal bewoonde koopwoningen in Noord-Brabant
82900NED9;(VALUE (82900NED (MSR A028868 (WHERE (DIM StatusVanBewoning A028725) (DIM GC PV30)))));voorraad bewoonde koopwoningen in Brabant
82900NED9;(VALUE (82900NED (MSR A028868 (WHERE (DIM StatusVanBewoning A028725) (DIM GC PV30)))));hoeveel bewoonde koopwoningen zijn er in Noord Brabant
84287NED25;(VALUE (84287NED (MSR M002042 (WHERE (DIM TC 2003MM04) (DIM BedrijfstakkenBranchesSBI2008 350000)))));vacature-indicator in de bedrijfstak bouwnijverheid in april 2003
84287NED27;(VALUE (84287NED (MSR M002042 (WHERE (DIM BedrijfstakkenBranchesSBI2008 350000) (DIM TC 2010MM05)))));vacature-indicator in de bouwnijverheid in mei 2010
84538NED21;(VALUE (84538NED (MSR M001289 (WHERE (DIM TC 2022MM07)))));inputprijsindex in de grond-, weg- en waterbouw in juli 2022
84538NED38;(VALUE (84538NED (MSR M005356 (WHERE (DIM Deelgebieden A048147) (DIM TC 2020MM04)))));prijsindex in de grond-, weg- en waterbouw in april 2020 t.o.v. 1 jaar eerder
84538NED38;(VALUE (84538NED (MSR M005356 (WHERE (DIM Deelgebieden A048147) (DIM TC 2020MM04)))));ontwikkeling van de inputprijsindex t.o.v. 1 jaar eerder in de GWW in 2020
84672NED3;(VALUE (84672NED (MSR M001285_2 (WHERE (DIM TC 2019MM02)))));opslag duurzame energie van elektriciteit in februari 2019
84672NED6;(VALUE (84672NED (MSR M001013_2 (WHERE (DIM Btw A048944) (DIM TC 2022MM04)))));transporttarief elektriciteit inclusief btw in april 2022
85159NED9;(VALUE (85159NED (MSR M000201 (WHERE (DIM GC PV23)))));aantal bedrijven in de landbouw in Overijssel
85159NED9;(VALUE (85159NED (MSR M000201 (WHERE (DIM GC PV23)))));aantal landbouwbedrijven in Overijssel
85159NED9;(VALUE (85159NED (MSR M000201 (WHERE (DIM GC PV23)))));hoeveel landbouwbedrijven zijn er in Overijssel
85159NED9;(VALUE (85159NED (MSR M000201 (WHERE (DIM GC PV23)))));aantal boerenbedrijven in Overijssel
85433NED16;(VALUE (85433NED (MSR M001634 (WHERE (DIM TC 2020JJ00)))));totale uitvoer van goederen in de 2020
85472NED2;(VALUE (85472NED (MSR A051839_9 (WHERE (DIM Marges MBG0095) (DIM TC 2021JJ00) (DIM GC PV30)))));percentage aantal slachtoffers dat geen melding of aangifte deed van online bedreiging en intimidatie in Noord-Brabant in 2021
85485NED15;(VALUE (85485NED (MSR 2021380 (WHERE (DIM Leeftijd 52052)))));percentage zelfstandige in de leeftijd van 15 tot 75 jaar
85485NED15;(VALUE (85485NED (MSR 2021380 (WHERE (DIM Leeftijd 52052)))));werkzame bevolking, zelfstandige in de leeftijd 15 tot 75 jaar
85485NED15;(VALUE (85485NED (MSR 2021380 (WHERE (DIM Leeftijd 52052)))));percentage zzp's onder de werkzame bevolking in de leeftijd 15 tot 75 jaar
85489NED7;(VALUE (85489NED (MSR M005527 (WHERE (DIM Herkomstland H008766) (DIM Regiokenmerken LD04) (DIM Geslacht 3000) (DIM GeboortelandOuders T001638) (DIM TC 2013SJ00) (DIM Onderwijssoort A025280)))));leerlingen in (speciaal) basisonderwijs met Turkse achtergrond in Zuid-Nederland in het schooljaar 2013/'14
85489NED7;(VALUE (85489NED (MSR M005527 (WHERE (DIM Herkomstland H008766) (DIM Regiokenmerken LD04) (DIM Geslacht 3000) (DIM GeboortelandOuders T001638) (DIM TC 2013SJ00) (DIM Onderwijssoort A025280)))));aantal mannelijke basisschoolleerlingen uit Turkije in Zuid-Nederland in 2013
